Delta_Theta,Magnitude,True_Doppler
1.109633,0.805834,615.740784
1.108701,0.809678,615.740784
1.098446,0.809398,615.740784
1.101141,0.806518,615.740784
1.109717,0.810278,615.740784
1.101481,0.807828,615.740784
1.103317,0.806071,615.740784
1.100549,0.806398,615.740784
1.101882,0.809657,615.740784
1.110526,0.805809,615.740784
1.105008,0.807853,615.740784
1.109427,0.809186,615.740784
1.100112,0.807740,615.740784
1.101417,0.828559,615.740784
1.104278,0.832528,615.740784
1.104740,0.828951,615.740784
1.112486,0.832144,615.740784
1.107024,0.829599,615.740784
1.101696,0.828447,615.740784
1.107675,0.829472,615.740784
1.101469,0.828912,615.740784
1.098714,0.828893,615.740784
1.108539,0.829334,615.740784
1.100840,0.830654,615.740784
1.102593,0.828844,615.740784
1.106856,0.828898,615.740784
1.106290,0.832251,615.740784
1.104707,0.831758,615.740784
1.107650,0.827966,615.740784
1.106811,0.832961,615.740784
1.104828,0.831273,615.740784
1.106935,0.828570,615.740784
1.114425,0.831824,615.740784
0.985737,0.014839,648.148132
0.972780,0.026538,648.148132
1.552846,0.020468,648.148132
1.283828,0.022580,648.148132
1.732553,0.020581,648.148132
0.933757,0.014112,648.148132
0.837899,0.018800,648.148132
0.839668,0.024901,648.148132
1.023123,0.013744,648.148132
1.687703,0.015749,648.148132
1.101491,0.015325,648.148132
1.263979,0.020865,648.148132
1.608175,0.030144,648.148132
1.506911,0.040534,648.148132
1.191909,0.033566,648.148132
0.897054,0.018136,648.148132
1.137629,0.020571,648.148132
1.363107,0.034868,648.148132
1.386091,0.026986,648.148132
1.197074,0.035248,648.148132
1.184835,0.415096,648.148132
1.171040,0.416356,648.148132
1.175960,0.417403,648.148132
1.167405,0.410343,648.148132
1.170803,0.417901,648.148132
1.191288,0.414197,648.148132
1.158066,0.415830,648.148132
1.178581,0.426525,648.148132
1.118169,0.410560,648.148132
1.174690,0.418463,648.148132
1.160146,0.418921,648.148132
1.169007,0.416696,648.148132
1.174437,0.409048,648.148132
1.182588,0.422027,648.148132
1.168323,0.414612,648.148132
1.150694,0.419912,648.148132
1.132411,0.413863,648.148132
1.137742,0.416284,648.148132
1.155753,0.416810,648.148132
1.120545,0.423693,648.148132
1.151365,0.584885,648.148132
1.148192,0.587782,648.148132
1.135817,0.586080,648.148132
1.147476,0.585707,648.148132
1.151541,0.590442,648.148132
1.171328,0.586811,648.148132
1.176930,0.588302,648.148132
1.170334,0.586776,648.148132
1.179851,0.584362,648.148132
1.151541,0.588440,648.148132
1.158831,0.589653,648.148132
1.150450,0.587039,648.148132
1.168971,0.587268,648.148132
1.162101,0.582162,648.148132
1.150408,0.588894,648.148132
1.156441,0.586291,648.148132
1.159035,0.589193,648.148132
1.163837,0.591521,648.148132
1.135645,0.593167,648.148132
1.161635,0.589142,648.148132
1.159402,0.682427,648.148132
1.166371,0.680089,648.148132
1.154547,0.685071,648.148132
1.162278,0.679835,648.148132
1.151938,0.681752,648.148132
1.153245,0.678927,648.148132
1.172393,0.683501,648.148132
1.162035,0.684081,648.148132
1.170228,0.681072,648.148132
1.154852,0.678243,648.148132
1.165268,0.685946,648.148132
1.163646,0.679223,648.148132
1.160725,0.682716,648.148132
1.163554,0.676504,648.148132
1.177747,0.680096,648.148132
1.162154,0.685451,648.148132
1.164674,0.686505,648.148132
1.162895,0.684729,648.148132
1.177005,0.678611,648.148132
1.172937,0.681494,648.148132
1.151501,0.742828,648.148132
1.168368,0.743362,648.148132
1.172124,0.739379,648.148132
1.165986,0.738667,648.148132
1.168104,0.737201,648.148132
1.170540,0.740285,648.148132
1.155499,0.740409,648.148132
1.159979,0.739214,648.148132
1.169665,0.737890,648.148132
1.156981,0.740555,648.148132
1.157099,0.740250,648.148132
1.156892,0.735870,648.148132
1.164762,0.738108,648.148132
1.159005,0.745443,648.148132
1.170516,0.740661,648.148132
1.165203,0.737148,648.148132
1.149338,0.737964,648.148132
1.158262,0.742495,648.148132
1.156541,0.742194,648.148132
1.153988,0.737806,648.148132
1.160601,0.777925,648.148132
1.159989,0.778355,648.148132
1.178760,0.782084,648.148132
1.161725,0.777674,648.148132
1.166760,0.779512,648.148132
1.157713,0.779043,648.148132
1.163313,0.778344,648.148132
1.172688,0.780511,648.148132
1.155332,0.778350,648.148132
1.168159,0.777914,648.148132
1.162607,0.780295,648.148132
1.164665,0.779631,648.148132
1.165719,0.774285,648.148132
1.173434,0.779085,648.148132
1.153647,0.775417,648.148132
1.157679,0.778458,648.148132
1.166972,0.777222,648.148132
1.165852,0.779291,648.148132
1.165788,0.778757,648.148132
1.158946,0.777060,648.148132
1.157996,0.808059,648.148132
1.163337,0.809195,648.148132
1.161999,0.806400,648.148132
1.159826,0.805393,648.148132
1.164987,0.810197,648.148132
1.159358,0.807652,648.148132
1.164003,0.808304,648.148132
1.161267,0.808581,648.148132
1.172572,0.806094,648.148132
1.153395,0.805028,648.148132
1.160683,0.808262,648.148132
1.162729,0.809804,648.148132
1.162363,0.805484,648.148132
1.171965,0.809127,648.148132
1.161864,0.810790,648.148132
1.164849,0.810371,648.148132
1.158862,0.805750,648.148132
1.164131,0.810781,648.148132
1.166954,0.809816,648.148132
1.166502,0.808705,648.148132
1.161607,0.829834,648.148132
1.162259,0.828440,648.148132
1.159816,0.828487,648.148132
1.165178,0.829084,648.148132
1.162134,0.829220,648.148132
1.161889,0.830844,648.148132
1.162575,0.828852,648.148132
1.162734,0.832065,648.148132
1.156909,0.829846,648.148132
1.162439,0.831790,648.148132
1.158734,0.827795,648.148132
1.165819,0.832235,648.148132
1.165751,0.833188,648.148132
1.170878,0.831946,648.148132
1.163614,0.827198,648.148132
1.167646,0.827212,648.148132
1.161390,0.829766,648.148132
1.167244,0.831172,648.148132
1.167124,0.830617,648.148132
1.164489,0.832007,648.148132
1.228176,0.025223,680.555603
1.101241,0.020708,680.555603
1.052231,0.019523,680.555603
1.121090,0.026164,680.555603
0.746549,0.026098,680.555603
1.324755,0.016545,680.555603
1.304042,0.023203,680.555603
1.143642,0.023889,680.555603
1.690649,0.017167,680.555603
0.676034,0.020687,680.555603
1.173030,0.028813,680.555603
1.205236,0.027496,680.555603
1.624905,0.019278,680.555603
1.399700,0.026286,680.555603
1.143205,0.030409,680.555603
0.762294,0.023021,680.555603
1.143726,0.036607,680.555603
0.969603,0.030141,680.555603
1.353552,0.024332,680.555603
0.735847,0.024980,680.555603
1.236159,0.413378,680.555603
1.219423,0.415471,680.555603
1.233680,0.415726,680.555603
1.255160,0.414553,680.555603
1.220219,0.408728,680.555603
1.197272,0.419060,680.555603
1.271275,0.418058,680.555603
1.228068,0.416629,680.555603
1.209484,0.420951,680.555603
1.236113,0.417458,680.555603
1.241086,0.412544,680.555603
1.206978,0.415668,680.555603
1.226035,0.416245,680.555603
1.202939,0.418325,680.555603
1.178340,0.410244,680.555603
1.227066,0.415745,680.555603
1.228173,0.417220,680.555603
1.247546,0.409350,680.555603
1.224480,0.412816,680.555603
1.196296,0.414257,680.555603
1.188629,0.584058,680.555603
1.210574,0.589607,680.555603
1.233315,0.591718,680.555603
1.219028,0.586047,680.555603
1.215360,0.594351,680.555603
1.216795,0.588339,680.555603
1.223083,0.585422,680.555603
1.222822,0.586442,680.555603
1.242832,0.590870,680.555603
1.223711,0.591142,680.555603
1.210189,0.592499,680.555603
1.229929,0.591619,680.555603
1.200688,0.590720,680.555603
1.226491,0.588379,680.555603
1.213116,0.595049,680.555603
1.220635,0.589673,680.555603
1.214259,0.589279,680.555603
1.247077,0.587924,680.555603
1.225029,0.589668,680.555603
1.213019,0.587919,680.555603
1.227000,0.680596,680.555603
1.226692,0.682849,680.555603
1.218902,0.681841,680.555603
1.215895,0.683379,680.555603
1.206408,0.680669,680.555603
1.230317,0.684937,680.555603
1.213305,0.683460,680.555603
1.220547,0.684922,680.555603
1.231610,0.680290,680.555603
1.220281,0.682962,680.555603
1.222501,0.680449,680.555603
1.205573,0.678290,680.555603
1.221646,0.685660,680.555603
1.214098,0.687698,680.555603
1.217586,0.684704,680.555603
1.222782,0.684374,680.555603
1.238513,0.684925,680.555603
1.230569,0.680407,680.555603
1.223287,0.681847,680.555603
1.220309,0.680095,680.555603
1.226230,0.739610,680.555603
1.207141,0.738241,680.555603
1.219664,0.741560,680.555603
1.227407,0.734787,680.555603
1.217329,0.737643,680.555603
1.225252,0.745597,680.555603
1.234595,0.740906,680.555603
1.220498,0.739216,680.555603
1.209793,0.737782,680.555603
1.228818,0.736409,680.555603
1.213753,0.741712,680.555603
1.215705,0.741472,680.555603
1.224010,0.738311,680.555603
1.210216,0.739644,680.555603
1.226035,0.740208,680.555603
1.212049,0.737392,680.555603
1.221105,0.739344,680.555603
1.213861,0.735487,680.555603
1.228719,0.735695,680.555603
1.220002,0.737537,680.555603
1.209552,0.782278,680.555603
1.223675,0.782854,680.555603
1.224516,0.777362,680.555603
1.227233,0.777796,680.555603
1.220966,0.777915,680.555603
1.211810,0.781458,680.555603
1.228755,0.777598,680.555603
1.226949,0.779547,680.555603
1.228843,0.781185,680.555603
1.223031,0.778735,680.555603
1.217574,0.776866,680.555603
1.213576,0.780798,680.555603
1.212903,0.778442,680.555603
1.224955,0.778291,680.555603
1.212021,0.779105,680.555603
1.217310,0.778479,680.555603
1.223487,0.777309,680.555603
1.219965,0.781137,680.555603
1.222973,0.777775,680.555603
1.225949,0.775809,680.555603
1.220372,0.808520,680.555603
1.223800,0.807510,680.555603
1.218222,0.808890,680.555603
1.224306,0.803899,680.555603
1.219067,0.808160,680.555603
1.223612,0.809985,680.555603
1.218572,0.808545,680.555603
1.216083,0.805017,680.555603
1.218585,0.811029,680.555603
1.224951,0.807076,680.555603
1.219301,0.808761,680.555603
1.221009,0.805283,680.555603
1.227008,0.809038,680.555603
1.224219,0.811924,680.555603
1.214120,0.807799,680.555603
1.216601,0.808889,680.555603
1.219494,0.809192,680.555603
1.214378,0.806522,680.555603
1.225391,0.808868,680.555603
1.222129,0.810562,680.555603
1.214204,0.828441,680.555603
1.222831,0.831834,680.555603
1.226521,0.829215,680.555603
1.225542,0.829109,680.555603
1.220137,0.830403,680.555603
1.220477,0.832936,680.555603
1.220987,0.828389,680.555603
1.218148,0.828943,680.555603
1.222305,0.831520,680.555603
1.220555,0.832283,680.555603
1.220198,0.830188,680.555603
1.222185,0.829597,680.555603
1.226304,0.831514,680.555603
1.216354,0.830803,680.555603
1.215275,0.830717,680.555603
1.216356,0.831410,680.555603
1.220713,0.827376,680.555603
1.213813,0.829686,680.555603
1.218209,0.831331,680.555603
1.223872,0.831580,680.555603
1.028443,0.024046,712.962952
1.605206,0.037197,712.962952
0.790820,0.017893,712.962952
1.633425,0.015334,712.962952
1.234266,0.022423,712.962952
0.889399,0.032257,712.962952
1.125198,0.032495,712.962952
1.345330,0.021121,712.962952
1.597289,0.024925,712.962952
1.633093,0.028581,712.962952
1.278238,0.024751,712.962952
1.284151,0.029640,712.962952
1.366732,0.020133,712.962952
1.168863,0.026598,712.962952
0.720675,0.023033,712.962952
1.410784,0.032756,712.962952
1.603883,0.024689,712.962952
1.298191,0.006777,712.962952
1.878513,0.024699,712.962952
1.670144,0.028085,712.962952
1.288054,0.418807,712.962952
1.250553,0.418999,712.962952
1.292944,0.421158,712.962952
1.269596,0.410946,712.962952
1.286933,0.420032,712.962952
1.256659,0.422417,712.962952
1.278699,0.417609,712.962952
1.257306,0.418521,712.962952
1.282712,0.413624,712.962952
1.261514,0.414688,712.962952
1.271306,0.417326,712.962952
1.282916,0.419660,712.962952
1.251136,0.416551,712.962952
1.251940,0.414283,712.962952
1.275861,0.411221,712.962952
1.251521,0.412296,712.962952
1.290634,0.417629,712.962952
1.285011,0.417793,712.962952
1.276185,0.407066,712.962952
1.279215,0.416946,712.962952
1.283612,0.588295,712.962952
1.257647,0.591144,712.962952
1.297437,0.583810,712.962952
1.280478,0.584471,712.962952
1.267716,0.590268,712.962952
1.286545,0.591055,712.962952
1.277640,0.588243,712.962952
1.288348,0.591808,712.962952
1.303015,0.587914,712.962952
1.304016,0.589649,712.962952
1.277655,0.584269,712.962952
1.282262,0.588812,712.962952
1.285338,0.587239,712.962952
1.310017,0.594847,712.962952
1.271604,0.585086,712.962952
1.265712,0.584551,712.962952
1.279790,0.592510,712.962952
1.273324,0.591394,712.962952
1.281280,0.591669,712.962952
1.271741,0.589726,712.962952
1.280594,0.677787,712.962952
1.273289,0.680373,712.962952
1.275387,0.684426,712.962952
1.259971,0.677682,712.962952
1.270393,0.677471,712.962952
1.287135,0.681775,712.962952
1.280224,0.679528,712.962952
1.286204,0.678889,712.962952
1.285687,0.676917,712.962952
1.271189,0.679333,712.962952
1.285553,0.682885,712.962952
1.274813,0.675842,712.962952
1.288011,0.680588,712.962952
1.282536,0.686248,712.962952
1.281539,0.681587,712.962952
1.289479,0.678852,712.962952
1.276029,0.682950,712.962952
1.287223,0.685822,712.962952
1.272299,0.683509,712.962952
1.279945,0.682159,712.962952
1.276296,0.740735,712.962952
1.281261,0.740403,712.962952
1.275837,0.737924,712.962952
1.275829,0.742280,712.962952
1.280575,0.741247,712.962952
1.268858,0.739259,712.962952
1.278432,0.742919,712.962952
1.275244,0.738536,712.962952
1.281516,0.740530,712.962952
1.277848,0.736895,712.962952
1.268893,0.738539,712.962952
1.277696,0.739092,712.962952
1.287729,0.738257,712.962952
1.283667,0.740542,712.962952
1.278684,0.742335,712.962952
1.275014,0.741260,712.962952
1.274709,0.739062,712.962952
1.287233,0.735793,712.962952
1.287561,0.739941,712.962952
1.284331,0.735427,712.962952
1.275040,0.781355,712.962952
1.283255,0.777895,712.962952
1.270876,0.780239,712.962952
1.270108,0.779792,712.962952
1.268142,0.778965,712.962952
1.274965,0.779750,712.962952
1.271133,0.779158,712.962952
1.280747,0.777800,712.962952
1.279490,0.780493,712.962952
1.276430,0.777941,712.962952
1.276894,0.778739,712.962952
1.276661,0.779275,712.962952
1.276300,0.777550,712.962952
1.269531,0.777091,712.962952
1.277624,0.780324,712.962952
1.275725,0.780446,712.962952
1.275931,0.778616,712.962952
1.287314,0.777871,712.962952
1.280005,0.779247,712.962952
1.275887,0.780864,712.962952
1.275927,0.806948,712.962952
1.279714,0.807154,712.962952
1.278372,0.808111,712.962952
1.279969,0.805804,712.962952
1.275177,0.810069,712.962952
1.282923,0.807124,712.962952
1.281425,0.808025,712.962952
1.282924,0.807382,712.962952
1.273449,0.804756,712.962952
1.272280,0.809232,712.962952
1.284264,0.810236,712.962952
1.281716,0.804953,712.962952
1.272874,0.808278,712.962952
1.275511,0.808390,712.962952
1.281445,0.809617,712.962952
1.281144,0.806573,712.962952
1.275442,0.809187,712.962952
1.279669,0.806204,712.962952
1.281278,0.807339,712.962952
1.277790,0.807330,712.962952
1.274966,0.830974,712.962952
1.278430,0.829529,712.962952
1.279308,0.831480,712.962952
1.277236,0.830287,712.962952
1.276345,0.828314,712.962952
1.272851,0.829861,712.962952
1.273503,0.829090,712.962952
1.279026,0.831519,712.962952
1.276123,0.830422,712.962952
1.280508,0.829725,712.962952
1.280085,0.831613,712.962952
1.271814,0.830806,712.962952
1.275455,0.826949,712.962952
1.278762,0.827863,712.962952
1.280870,0.828789,712.962952
1.278787,0.831306,712.962952
1.280557,0.830764,712.962952
1.277739,0.827989,712.962952
1.275845,0.829473,712.962952
1.279981,0.828431,712.962952
1.482287,0.031220,745.370361
0.926907,0.015284,745.370361
1.017299,0.017997,745.370361
1.258169,0.022202,745.370361
1.864252,0.030662,745.370361
2.081205,0.020369,745.370361
1.543032,0.019706,745.370361
1.206570,0.028430,745.370361
1.015455,0.018954,745.370361
1.268044,0.030015,745.370361
1.259678,0.008977,745.370361
0.569068,0.018172,745.370361
1.352214,0.027290,745.370361
1.346150,0.026040,745.370361
1.673929,0.030606,745.370361
1.868020,0.019751,745.370361
1.275721,0.025711,745.370361
1.504964,0.022092,745.370361
1.782221,0.026122,745.370361
1.091614,0.030776,745.370361
1.333060,0.419280,745.370361
1.344863,0.411828,745.370361
1.378573,0.417121,745.370361
1.343114,0.415769,745.370361
1.311189,0.421458,745.370361
1.336991,0.416066,745.370361
1.315182,0.408921,745.370361
1.364715,0.412660,745.370361
1.313527,0.414962,745.370361
1.307137,0.413433,745.370361
1.355107,0.418391,745.370361
1.342964,0.417285,745.370361
1.337702,0.418094,745.370361
1.373075,0.414134,745.370361
1.337996,0.414252,745.370361
1.370558,0.420401,745.370361
1.320500,0.422858,745.370361
1.349539,0.411316,745.370361
1.314759,0.416004,745.370361
1.280360,0.411728,745.370361
1.336818,0.588004,745.370361
1.328879,0.586568,745.370361
1.358999,0.591330,745.370361
1.360093,0.589101,745.370361
1.322100,0.587726,745.370361
1.336677,0.592602,745.370361
1.342750,0.592070,745.370361
1.366665,0.584236,745.370361
1.339341,0.588985,745.370361
1.330117,0.589507,745.370361
1.326359,0.589183,745.370361
1.326467,0.584151,745.370361
1.335368,0.593130,745.370361
1.332432,0.589306,745.370361
1.322298,0.586520,745.370361
1.338059,0.589644,745.370361
1.315517,0.585874,745.370361
1.341768,0.592227,745.370361
1.344413,0.594425,745.370361
1.332132,0.591329,745.370361
1.333715,0.687570,745.370361
1.347463,0.680946,745.370361
1.336239,0.683763,745.370361
1.323669,0.685658,745.370361
1.341323,0.677898,745.370361
1.333087,0.681662,745.370361
1.336033,0.679367,745.370361
1.354210,0.682260,745.370361
1.333982,0.680158,745.370361
1.329976,0.683223,745.370361
1.316686,0.678794,745.370361
1.330925,0.682018,745.370361
1.332219,0.681534,745.370361
1.339515,0.681417,745.370361
1.334519,0.683435,745.370361
1.356571,0.683106,745.370361
1.329272,0.685550,745.370361
1.334307,0.680272,745.370361
1.350657,0.681408,745.370361
1.327647,0.682100,745.370361
1.335385,0.738140,745.370361
1.334378,0.736872,745.370361
1.329846,0.740501,745.370361
1.333542,0.740645,745.370361
1.342536,0.740339,745.370361
1.338567,0.737610,745.370361
1.344343,0.740029,745.370361
1.330868,0.742299,745.370361
1.328464,0.739683,745.370361
1.338604,0.738604,745.370361
1.346081,0.738166,745.370361
1.338416,0.738736,745.370361
1.342144,0.740810,745.370361
1.332893,0.739533,745.370361
1.342191,0.737825,745.370361
1.331052,0.739848,745.370361
1.328246,0.743592,745.370361
1.324672,0.740945,745.370361
1.339635,0.742526,745.370361
1.332194,0.738999,745.370361
1.337343,0.779479,745.370361
1.333336,0.775013,745.370361
1.341129,0.777017,745.370361
1.340524,0.782414,745.370361
1.338061,0.782838,745.370361
1.333548,0.778218,745.370361
1.328123,0.778446,745.370361
1.333571,0.778070,745.370361
1.341727,0.779013,745.370361
1.338895,0.781458,745.370361
1.335582,0.781901,745.370361
1.341715,0.780234,745.370361
1.336561,0.778339,745.370361
1.341093,0.780513,745.370361
1.342749,0.779129,745.370361
1.338589,0.781646,745.370361
1.334077,0.778128,745.370361
1.329827,0.777072,745.370361
1.341561,0.779346,745.370361
1.342929,0.782053,745.370361
1.335977,0.808125,745.370361
1.331249,0.808299,745.370361
1.333635,0.809696,745.370361
1.341391,0.807076,745.370361
1.335345,0.809111,745.370361
1.332445,0.809952,745.370361
1.327742,0.809844,745.370361
1.342000,0.806475,745.370361
1.333272,0.807007,745.370361
1.339382,0.805434,745.370361
1.333856,0.808465,745.370361
1.344911,0.806451,745.370361
1.338650,0.809704,745.370361
1.330520,0.806559,745.370361
1.336546,0.807655,745.370361
1.337701,0.809405,745.370361
1.337734,0.810600,745.370361
1.337235,0.805240,745.370361
1.332344,0.806721,745.370361
1.332674,0.805775,745.370361
1.332448,0.823738,745.370361
1.343765,0.830272,745.370361
1.337420,0.830100,745.370361
1.337520,0.830476,745.370361
1.335056,0.832099,745.370361
1.334182,0.827762,745.370361
1.335634,0.829159,745.370361
1.337902,0.831350,745.370361
1.338771,0.827803,745.370361
1.334921,0.831338,745.370361
1.336584,0.832467,745.370361
1.344518,0.830804,745.370361
1.337573,0.830371,745.370361
1.334183,0.827944,745.370361
1.336445,0.828676,745.370361
1.335793,0.831197,745.370361
1.339146,0.832185,745.370361
1.336591,0.830559,745.370361
1.335173,0.832707,745.370361
1.337025,0.831293,745.370361
1.883217,0.025391,777.777832
1.883086,0.025989,777.777832
1.015793,0.032309,777.777832
0.706375,0.038456,777.777832
1.517426,0.012151,777.777832
1.404880,0.028074,777.777832
1.026292,0.029113,777.777832
1.237858,0.033475,777.777832
1.372375,0.021988,777.777832
1.519139,0.031987,777.777832
1.436263,0.027539,777.777832
1.454000,0.024207,777.777832
1.238774,0.030118,777.777832
1.062398,0.015882,777.777832
0.856840,0.023033,777.777832
1.192145,0.031003,777.777832
1.191725,0.019717,777.777832
0.811463,0.024318,777.777832
1.249716,0.024424,777.777832
1.582165,0.029081,777.777832
1.386546,0.418353,777.777832
1.379287,0.416775,777.777832
1.388758,0.410245,777.777832
1.370621,0.421714,777.777832
1.381942,0.419646,777.777832
1.392542,0.424335,777.777832
1.394374,0.419613,777.777832
1.372968,0.411292,777.777832
1.408804,0.408064,777.777832
1.416698,0.412427,777.777832
1.400673,0.413631,777.777832
1.396862,0.414304,777.777832
1.350269,0.414709,777.777832
1.379089,0.418350,777.777832
1.400593,0.421299,777.777832
1.401343,0.419595,777.777832
1.372166,0.418804,777.777832
1.399875,0.418489,777.777832
1.409238,0.417407,777.777832
1.405731,0.418879,777.777832
1.387423,0.589952,777.777832
1.378307,0.588278,777.777832
1.385314,0.590788,777.777832
1.407782,0.588605,777.777832
1.386162,0.587547,777.777832
1.408601,0.588601,777.777832
1.400228,0.586862,777.777832
1.395630,0.586119,777.777832
1.416820,0.589384,777.777832
1.406006,0.591168,777.777832
1.407838,0.588389,777.777832
1.416062,0.585121,777.777832
1.395654,0.593159,777.777832
1.396370,0.593455,777.777832
1.394044,0.589959,777.777832
1.399519,0.585055,777.777832
1.411711,0.588633,777.777832
1.386528,0.589353,777.777832
1.396124,0.593542,777.777832
1.392674,0.588314,777.777832
1.387903,0.683682,777.777832
1.382932,0.685899,777.777832
1.402066,0.684189,777.777832
1.399050,0.685556,777.777832
1.395734,0.688139,777.777832
1.397319,0.678075,777.777832
1.397782,0.684375,777.777832
1.391157,0.682634,777.777832
1.395115,0.681929,777.777832
1.378137,0.677240,777.777832
1.398389,0.679669,777.777832
1.392311,0.682141,777.777832
1.388769,0.675858,777.777832
1.392544,0.681309,777.777832
1.398606,0.683544,777.777832
1.402163,0.679796,777.777832
1.396941,0.684237,777.777832
1.389025,0.681882,777.777832
1.412127,0.680391,777.777832
1.397983,0.684750,777.777832
1.403177,0.737350,777.777832
1.394775,0.738784,777.777832
1.396235,0.739748,777.777832
1.390694,0.738952,777.777832
1.388874,0.739762,777.777832
1.392375,0.740146,777.777832
1.405263,0.740158,777.777832
1.403627,0.738490,777.777832
1.391107,0.742989,777.777832
1.382122,0.740097,777.777832
1.392107,0.741946,777.777832
1.389094,0.738119,777.777832
1.397564,0.739590,777.777832
1.392997,0.745062,777.777832
1.390188,0.741190,777.777832
1.399222,0.736863,777.777832
1.392677,0.736086,777.777832
1.391096,0.740238,777.777832
1.397738,0.738012,777.777832
1.398460,0.742335,777.777832
1.395472,0.777289,777.777832
1.400111,0.780135,777.777832
1.390074,0.781063,777.777832
1.401136,0.777288,777.777832
1.408022,0.781030,777.777832
1.401154,0.778101,777.777832
1.388247,0.777524,777.777832
1.394728,0.778150,777.777832
1.400639,0.775959,777.777832
1.398374,0.778367,777.777832
1.389108,0.783187,777.777832
1.395261,0.778391,777.777832
1.390325,0.780730,777.777832
1.403694,0.779846,777.777832
1.393152,0.780661,777.777832
1.399899,0.782258,777.777832
1.396627,0.778336,777.777832
1.397095,0.780155,777.777832
1.389303,0.777671,777.777832
1.396737,0.777709,777.777832
1.391793,0.806744,777.777832
1.392027,0.807047,777.777832
1.392419,0.806593,777.777832
1.396606,0.804350,777.777832
1.391110,0.805582,777.777832
1.389644,0.809345,777.777832
1.386542,0.808067,777.777832
1.397863,0.808555,777.777832
1.394964,0.809896,777.777832
1.397995,0.808389,777.777832
1.391257,0.803610,777.777832
1.398078,0.807640,777.777832
1.395896,0.808206,777.777832
1.391084,0.807309,777.777832
1.401856,0.806019,777.777832
1.394152,0.806898,777.777832
1.397921,0.807924,777.777832
1.386704,0.803159,777.777832
1.392568,0.804848,777.777832
1.390841,0.807842,777.777832
1.391258,0.829925,777.777832
1.389016,0.829230,777.777832
1.392281,0.831493,777.777832
1.395302,0.831300,777.777832
1.395851,0.830904,777.777832
1.399335,0.831598,777.777832
1.394724,0.829277,777.777832
1.387704,0.829552,777.777832
1.404795,0.830269,777.777832
1.390085,0.831377,777.777832
1.397579,0.827045,777.777832
1.387164,0.830411,777.777832
1.404794,0.828261,777.777832
1.394771,0.831294,777.777832
1.399186,0.829415,777.777832
1.397110,0.830551,777.777832
1.393172,0.830974,777.777832
1.392136,0.831869,777.777832
1.395154,0.833684,777.777832
1.391029,0.830418,777.777832
1.256506,0.022884,810.185120
1.021110,0.012772,810.185120
1.312868,0.016675,810.185120
1.489267,0.034066,810.185120
1.563998,0.038457,810.185120
1.649415,0.014874,810.185120
2.423815,0.015076,810.185120
1.554577,0.027366,810.185120
1.959120,0.020316,810.185120
1.784006,0.024734,810.185120
1.695521,0.025171,810.185120
1.587489,0.015855,810.185120
1.824553,0.035185,810.185120
1.620196,0.017198,810.185120
1.532694,0.008253,810.185120
0.583561,0.012691,810.185120
1.060837,0.024670,810.185120
1.578733,0.017354,810.185120
2.164878,0.020735,810.185120
1.236563,0.016093,810.185120
1.460923,0.413534,810.185120
1.414995,0.418685,810.185120
1.458736,0.417563,810.185120
1.449431,0.413898,810.185120
1.458788,0.420109,810.185120
1.425151,0.425338,810.185120
1.464081,0.417305,810.185120
1.427237,0.409981,810.185120
1.419678,0.418091,810.185120
1.469153,0.418419,810.185120
1.463432,0.418290,810.185120
1.471901,0.422335,810.185120
1.439223,0.417206,810.185120
1.417358,0.420286,810.185120
1.465539,0.416607,810.185120
1.436051,0.417388,810.185120
1.456697,0.413714,810.185120
1.473283,0.409961,810.185120
1.464632,0.410157,810.185120
1.435353,0.416041,810.185120
1.467398,0.590277,810.185120
1.457478,0.594337,810.185120
1.446463,0.586817,810.185120
1.458727,0.581570,810.185120
1.466706,0.589727,810.185120
1.451667,0.591410,810.185120
1.484274,0.593019,810.185120
1.477999,0.586772,810.185120
1.435768,0.590296,810.185120
1.459131,0.589887,810.185120
1.459571,0.588595,810.185120
1.451689,0.584229,810.185120
1.452062,0.586839,810.185120
1.444205,0.585295,810.185120
1.464609,0.585332,810.185120
1.443894,0.590739,810.185120
1.451726,0.589500,810.185120
1.447737,0.589489,810.185120
1.470011,0.591815,810.185120
1.448926,0.591849,810.185120
1.444055,0.683718,810.185120
1.457780,0.675962,810.185120
1.467462,0.678449,810.185120
1.442679,0.680868,810.185120
1.448194,0.676974,810.185120
1.447230,0.680103,810.185120
1.455902,0.681253,810.185120
1.465441,0.681148,810.185120
1.458770,0.675093,810.185120
1.460443,0.682701,810.185120
1.454761,0.685610,810.185120
1.453361,0.681964,810.185120
1.452645,0.682548,810.185120
1.443176,0.684440,810.185120
1.448300,0.682643,810.185120
1.447866,0.684265,810.185120
1.455331,0.681831,810.185120
1.463500,0.683285,810.185120
1.455577,0.682113,810.185120
1.444386,0.682645,810.185120
1.456060,0.737902,810.185120
1.452888,0.741308,810.185120
1.444857,0.738935,810.185120
1.457068,0.741361,810.185120
1.456877,0.743220,810.185120
1.445939,0.735073,810.185120
1.461870,0.740246,810.185120
1.456978,0.735904,810.185120
1.466104,0.737654,810.185120
1.449729,0.737509,810.185120
1.463468,0.739585,810.185120
1.455960,0.741478,810.185120
1.440852,0.738221,810.185120
1.441979,0.738557,810.185120
1.459103,0.741168,810.185120
1.451691,0.737186,810.185120
1.454009,0.744158,810.185120
1.452653,0.738279,810.185120
